,Unamed,Places,latitude,longitude,Lieux
528,707,Soissons,49.3837621,3.327613,"<br/>2000, Lépolard, Hugues : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2000_26"" target=""_blank"">Le chartrier du chapitre cathédral de Soissons (1089-1243). Étude et édition.</a></i>.<br/>1907, Dauverné, Jules : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1907_06"" target=""_blank"">L’abbaye de Saint-Médard de Soissons, des origines au XIVe siècle</a></i>.<br/>1958, El-Helwa, Hassan : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1958_05"" target=""_blank"">Le temporel de l’abbaye de Saint-Médard de Soissons des origines au XIIIe siècle</a></i>.<br/>1956, Floquet, Marie-Christine : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1956_07"" target=""_blank"">La lutte antijanséniste dans le diocèse de Soissons, sous l’épiscopat de Languet de Gergy (1715-1731)</a></i>.<br/>1885, Lefèvre-Pontalis, Eugène : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1885_15"" target=""_blank"">Étude sur l’architecture religieuse dans l’ancien diocèse de Soissons aux xie et XIIe siècles</a></i>.<br/>1983, Brunel, Ghislain : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1983_03"" target=""_blank"">Peuplement rural, économie et société dans l’ancien diocèse de Soissons (XIe-XIIe siècles)</a></i>.<br/>1890, Lacaille, Henri : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1890_06"" target=""_blank"">Étude sur la vie d’Enguerran VII, sire de Coucy, comte de Soissons (1340 ?-1397)</a></i>.<br/>1856, Soehnée, Wilhelm : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1856_09"" target=""_blank"">Essai sur les poésies de Gautier de Coincy, grand prieur de l’abbaye de Saint-Médard de Soissons</a></i>.<br/>1987, Sandron, Dany : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1987_21"" target=""_blank"">L’abbaye Saint-Léger de Soissons. Étude architecturale</a></i>.<br/>1958, Renaudin, Madeleine : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1958_17"" target=""_blank"">Catalogues des actes de l’abbaye Saint-Jean-des-Vignes de Soissons depuis sa fondation (1076) jusqu’en 1267</a></i>.<br/>1903, Bourgin, Georges : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1903_03"" target=""_blank"">Histoire de la commune de Soissons et du groupe communal soissonnais</a></i>."
529,708,Soleil,46.4052928,1.4065343,"<br/>2014, Tur, Alexandre : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2014_25"" target=""_blank"">À l'entrée du Soleil en Bélier : les prédictions astrologiques annuelles latines dans l'Europe du XVe siècle (1405-1484)</a></i>."
530,709,Sologne,46.6413656,2.715855,"<br/>1958, Orléans, D’, Jacques : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1958_15"" target=""_blank"">Recherches sur l’agriculture en Sologne au XVIIIe siècle</a></i>.<br/>1981, Notter, Annick : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1981_18"" target=""_blank"">Le culte des saints en Sologne aux xixe et xxe siècles</a></i>.<br/>1948, Guérin, Isabelle : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1948_07"" target=""_blank"">Recherches sur la vie rurale en Sologne aux XIVe et XVe siècles</a></i>."
531,710,Souabe,48.15313125,10.47129100603846,"<br/>1960, Mariotte, Jean-Yves : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1960_11"" target=""_blank"">Les comtes de Bourgogne de la maison de Souabe : contribution à l’histoire bourguignonne  des Hohenstaufen</a></i>."
532,713,Stasbourg,48.584614,7.7507127,"<br/>1998, Geyer, Myriam : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1998_13"" target=""_blank"">La vie musicale à Stasbourg sous l’Empire allemand (1871-1918)</a></i>."
533,714,Strasbourg,48.584614,7.7507127,"<br/>1998, Petrazoller, François : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1998_28"" target=""_blank"">L’urbanisme à Strasbourg au XVIe siècle</a></i>.<br/>2004, Schultz, Véronique : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2004_24"" target=""_blank"">Avoir vingt ans à Strasbourg au tournant du xixe siècle. Le niveau de vie des milieux modestes et défavorisés : approche par les registres de conscription et présentation de l’École de travail.</a></i>.<br/>1949, Greiner, Lily : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1949_13"" target=""_blank"">La seigneurie épiscopale de Strasbourg jusqu’en 1274 et les origines de la supériorité territoriale</a></i>.<br/>1933, Rott, Jean : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1933_16"" target=""_blank"">Histoire du chapitre cathédral de Strasbourg au XIVe et au XVe siècle</a></i>.<br/>2014, Zettel, Hélène : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2014_28"" target=""_blank"">De Rome à la Réforme : le chapitre Saint-Thomas de Strasbourg (1523-1549)</a></i>.<br/>1998, Turck, Sandrine : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1998_34"" target=""_blank"">Les dominicains à Strasbourg (1224-1420)</a></i>.<br/>1988, Lorentz, Philippe : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1988_14"" target=""_blank"">Les chanoines du chapitre cathédral de Strasbourg aux XVe et XVe siècles (1440-1540)</a></i>.<br/>1963, Weill, Georges : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1963_22"" target=""_blank"">Le patriciat de Strasbourg à la fin du Moyen Âge</a></i>.<br/>2015, leberre, Gilles : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2015_16"" target=""_blank"">Das ist der stat Strassburg ordenunge irs fussvolckes. L’organisation d’une armée communale au XVe siècle : l’exemple de Strasbourg</a></i>."
534,715,Strassburg,48.584614,7.7507127,"<br/>2015, leberre, Gilles : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2015_16"" target=""_blank"">Das ist der stat Strassburg ordenunge irs fussvolckes. L’organisation d’une armée communale au XVe siècle : l’exemple de Strasbourg</a></i>."
535,717,Suffolk,52.241001350000005,1.0466830312565236,"<br/>1890, Réville, André : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1890_13"" target=""_blank"">Étude sur le soulèvement des paysans d’Angleterre sous Richard II (1381) : la révolte dans les comtés de Hertford, Suffolk et Norfolk</a></i>."
536,718,Suisse,46.7985624,8.2319736,"<br/>1998, Dafflon, Alexandre : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1998_11"" target=""_blank"">L’ambassade de Claude-Théophile de Bésiade, marquis d’Avaray, près les cantons suisses (1716-1726) : étude du fonctionnement de l’ambassade de France en Suisse au début du XVIIIe siècle</a></i>.<br/>1901, Michel De Boislisle, Jean : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1901_12"" target=""_blank"">Le marquis de Puyzieulx, ambassadeur de Louis XIV en Suisse (1698-1708)</a></i>.<br/>1872, Mandrot, Bernard : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1872_05"" target=""_blank"">Étude sur les relations de Louis XI avec les Suisses</a></i>.<br/>1879, Kohler, Charles : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1879_05"" target=""_blank"">Négociations diplomatiques entre les Suisses et les États qui ont pris part aux guerres d Italie de 1506 à Juin 1512</a></i>.<br/>1968, Marguerat, Philippe : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1968_17"" target=""_blank"">Documents linguistiques de la Suisse romande</a></i>.<br/>1889, Aubert, Hippolyte : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1889_01"" target=""_blank"">Étude sur les négociations des ambassadeurs de France auprès des Suisses pendant le règne de Henri III (1574-1586)</a></i>."
537,719,Suisses,46.7985624,8.2319736,"<br/>1889, Aubert, Hippolyte : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1889_01"" target=""_blank"">Étude sur les négociations des ambassadeurs de France auprès des Suisses pendant le règne de Henri III (1574-1586)</a></i>.<br/>1872, Mandrot, Bernard : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1872_05"" target=""_blank"">Étude sur les relations de Louis XI avec les Suisses</a></i>.<br/>1879, Kohler, Charles : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1879_05"" target=""_blank"">Négociations diplomatiques entre les Suisses et les États qui ont pris part aux guerres d Italie de 1506 à Juin 1512</a></i>."
538,720,Sully,49.5592119,1.7836531,"<br/>1880, Mortet, Victor : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1880_09"" target=""_blank"">Étude sur la vie et l’administration de Maurice de Sully, évêque de Paris (1160-1196)</a></i>.<br/>1960, Barbiche, Bernard : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1960_01"" target=""_blank"">Étude sur l’œuvre de restauration financière de Sully, 1596-1610</a></i>.<br/>1995, Formont, Isabelle : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1995_13"" target=""_blank"">La fin d’un duché-pairie : Sully-sur-Loire et les Béthune (1761-1807)</a></i>.<br/>1932, Verlet-Réaubourg, Nicole : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1932_17"" target=""_blank"">Histoire de l’ancienne Maison de Sully</a></i>.<br/>1910, Rousset, Maurice : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1910_20"" target=""_blank"">Étude biographique sur Eudes de Sully, évêque de Paris (1197-1208)</a></i>.<br/>1909, Rousset, Maurice : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1909_13"" target=""_blank"">Étude biographique sur Eudes de Sully, évêque de Paris (1197-1208)</a></i>.<br/>1988, Aristide-Hastir, Isabelle : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1988_01"" target=""_blank"">La fortune de Maximilien de Béthune, duc de Sully (1559-1641)</a></i>.<br/>1981, Conchon, Michèle : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1981_05"" target=""_blank"">Un budget seigneurial aux XVe et XVIe siècles. Les comptes de la baronnie de Sully-sur-Loire</a></i>."
540,723,Suède,59.6749712,14.5208584,"<br/>1983, Gielen-Tisserand, Agnès : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1983_10"" target=""_blank"">Colbert et la Suède (1661-1683)</a></i>.<br/>2013, Lefort, Guillemette : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2013_14"" target=""_blank"">Négocier avec la Suède : les enjeux d'une alliance lors de la guerre de Trente ans. Étude et édition critique des instructions aux ambassadeurs et envoyés français (1630-1636)</a></i>."
541,724,Sèvres,48.8247407,2.2127083,"<br/>1995, Bezut, Karole : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1995_01"" target=""_blank"">Recherches sur la renaissance du vitrail en France au xixe siècle : l’atelier de peinture sur verre de la manufacture de Sèvres (1800-1854)</a></i>."
542,725,Sélestat,48.2594396,7.454217,"<br/>2002, Lutz, Jean-François : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2002_16"" target=""_blank"">L’administration municipale de Sélestat au XVIIIe siècle</a></i>."
543,726,Sénégal,14.4750607,-14.4529612,"<br/>2000, Pam, Adama Aly : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2000_31"" target=""_blank"">Fièvre jaune et ordre colonial au Sénégal (1850-1960)</a></i>.<br/>1974, M’baye, Saliou : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1974_21"" target=""_blank"">Le conseil privé du Sénégal de 1819 à 1854</a></i>."
544,727,Séville,37.3886303,-5.9953403,"<br/>1967, Poidevin-Drouhet, Geneviève : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1967_17"" target=""_blank"">Séville dans la seconde moitié du XVIe siècle : population et richesse</a></i>."
545,728,Tabard,51.4956878,-0.2547116931533902,"<br/>1994, Quereux, Delphine : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1994_21"" target=""_blank"">Les Tabard, fabricants de tapisserie à Aubusson de 1869 à 1983</a></i>."
546,729,Talmond,48.4442452,-1.1059222,"<br/>1873, Du Chêne, Arthur : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1873_04"" target=""_blank"">Histoire de la principauté de Talmond de 970 à 1145</a></i>."
547,730,Tarascon,43.8053654,4.6585115,"<br/>1929, Delebecque, Catherine : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1929_06"" target=""_blank"">Histoire de la ville de Tarascon depuis les origines jusqu’à l’avènement de la reine Jeanne (1343)</a></i>."
548,731,Tarn,43.7921741,2.133964772269535,"<br/>1992, Mollet, Vincent : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1992_18"" target=""_blank"">Les archives départementales du Tarn de 1790 à 1946 : constitution et mise en valeur d’un patrimoine écrit</a></i>.<br/>1977, Caucanas, Sylvie : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1977_04"" target=""_blank"">Castelnau-de-Lévis (Tarn). Une seigneurie de l’Albigeois du XIIIe au XVe siècle</a></i>."
549,733,Ternes,48.8782859,2.2990808,"<br/>2002, Lohr, Évelyne : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2002_15"" target=""_blank"">L’usine et la ville : le cas de l’ouest parisien au xixe siècle (Chaillot, Bas-Passy, Ternes, Batignolles)</a></i>."
550,734,Terrage,47.041425,0.1346972,"<br/>1995, Matrat, David : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1995_26"" target=""_blank"">Paul-Etienne Devilliers du Terrage, directeur général de la police en Hollande d’après sa correspondance (1811-1914) avec le ministère de la Police générale</a></i>."
551,737,Thiérache,49.8104716,4.086260120288538,"<br/>1942, Robinet, René : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1942b_01"" target=""_blank"">La vie rurale en Thiérache au XVIe siècle</a></i>."
552,738,Thérouanne,50.6360072,2.2577246,"<br/>1889, Enlart, Camille : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1889_05"" target=""_blank"">Étude sur les monuments religieux de l’architecture romane dans les anciens diocèses d’Amiens, Arras et Thérouanne</a></i>."
553,739,Tilbury,51.4631174,0.3643896,"<br/>1971, Duchesne, Annie : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1971_08"" target=""_blank"">Gervais de Tilbury et les Otia imperiala ; commentaire et édition critique de la tertia decisio dans les traductions françaises de Jean d’Antioche et de Jean de Vignay</a></i>."
554,740,Tobago,11.24046155,-60.67200597857749,"<br/>1962, Nardin, Jean-Claude : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1962_13"" target=""_blank"">La mise en valeur de l’île de Tobago (1763-1793)</a></i>."
555,741,Tolède,39.8560679,-4.0239568,"<br/>1907, Robin, Marcel : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1907_17"" target=""_blank"">Bernard de la Sauvetat, abbé de Sahagun, archévêque de Tolède (vers 1040-1124), et la réforme clunisienne en Espagne au xie et au xie siècle</a></i>."
556,742,Tombes,41.7972373,8.773165850000002,"<br/>2016, Aguglia, Fabien : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2016_01"" target=""_blank"">De la sépulture à la sainteté. Tombes privilégiées et émergence de cultes de saints à l’époque romane</a></i>."
558,745,Toscane,43.4586541,11.1389204,"<br/>1985, Grimoüard, De, Elisabeth : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1985_06"" target=""_blank"">François le Duc dit Toscane et son fils Pierre, architectes-entrepreneurs en Poitou (1660-1740)</a></i>.<br/>1994, Beyeler, Christophe : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1994_03"" target=""_blank"">Aspects de la mission de Lagarde, directeur général de la police de Toscane (octobre 1811-fevrier 1814)</a></i>.<br/>1998, Bourel, Sylvie : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1998_07"" target=""_blank"">Elisa Bonaparte-Baciocchi, grande duchesse de Toscane, et le gouvernement général des départements toscans (1809-1814)</a></i>."
559,746,Toul,48.6762624,5.8941759,"<br/>1972, Lesur, Sabine : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1972_10"" target=""_blank"">Le couvent des Grands Carmes de Toulouse (1264-1810)</a></i>.<br/>1983, Delabruyere, Isabelle : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1983_07"" target=""_blank"">La sénéchaussée de Toulouse : les sénéchaux et leur administration (vers 1389-1414)</a></i>.<br/>1983, Deleau, Christine : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1983_09"" target=""_blank"">Le port de Toulon pendant la guerre d Indépendance américaine (1778-1783)</a></i>.<br/>1919, Léonard, Émile-G. : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1919_01"" target=""_blank"">Étude sur les chancelleries et la diplomatique des comtes de Toulouse (804-1249)</a></i>.<br/>1985, Renou, Marie-Hélène : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1985_15"" target=""_blank"">Les hospices civils de Toulouse au xixe siècle (an V-1870) : vers une spécialisation de leurs tâches d’assistance</a></i>.<br/>1999, Nadrigny, Xavier : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1999_38"" target=""_blank"">L’information politique à Toulouse dans la première moitié  du XVe siècle (1414-1444)</a></i>.<br/>1851, Boutaric, Paul-Edgard : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1851_02"" target=""_blank"">Organisation judiciaire du Languedoc, principalement dans les États d’Alfonse, comte de Poitiers et  de Toulouse (1249-1271)</a></i>.<br/>1989, Allabert, Marigeorges : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1989_01"" target=""_blank"">Les avocats devant le parlement de Toulouse à travers les registres d’audience (1444-1483)</a></i>.<br/>2003, Todeschini, Pascaline : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2003_23"" target=""_blank"">L’acte occitan dans le comté de Toulouse aux XIIe et XIIIe siècles : le cas des seigneuries de Dourgne et Puylaurens et de Bessières et Buzet. Édition et commentaire.</a></i>.<br/>1975, Voisin-Thiberge, Claire : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1975_27"" target=""_blank"">Auvergnats et Rouergats à Toulouse dans la seconde moitié du XVe siècle</a></i>.<br/>1977, Mirouse, Florence : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1977_12"" target=""_blank"">Le clergé paroissial du diocèse de Toulouse dans la seconde moitié du XVe siècle (1450-1516)</a></i>.<br/>1991, Brézet, Bénédicte : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1991_04"" target=""_blank"">Librairie et édition à Toulouse au xixe siècle : la maison Privat (1849-1914)</a></i>.<br/>1987, Arabeyre, Patrick : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1987_01"" target=""_blank"">Les écrits politiques de Bernard de Rosier (c. 1400-1475), archevêque de Toulouse (1462-1475)</a></i>.<br/>1988, Bertoldi, Sylvain : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1988_04"" target=""_blank"">L’architecture religieuse gothique des XVe et XVIe siècles dans l’ancien diocèse de Toul (Lorraine centrale et méridionale)</a></i>.<br/>2016, Tatger, Camille : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2016_19"" target=""_blank"">Approvisionnement et consommation alimentaires à Toulouse de 1600 à 1715. Regard sur l’histoire alimentaire de la ville au travers de ses documents fiscaux et comptables</a></i>.<br/>1999, Vaisse, Damien : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1999_44"" target=""_blank"">La communauté urbaine de la cité de Toul, du milieu du XIVe siècle à la fin du XVe siècle</a></i>.<br/>1881, Grandjean, Charles : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1881_07"" target=""_blank"">Essai sur l’organisation municipale de Toulouse au Moyen Âge (XIIe, XIIIe et XIVe siècles)</a></i>.<br/>1956, Roux, Lucie : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1956_11"" target=""_blank"">L’histoire municipale de Toul, de l’occupation française à l’annexion (1552-1648)</a></i>.<br/>1996, Capot, Stéphane : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1996_05"" target=""_blank"">La chambre mi-partie du parlement de Toulouse, dite chambre de l’Édit de Castres (1579-1679) : naissance et disparition  du privilège judiciaire des protestants en Languedoc</a></i>.<br/>1950, Caster, Gilles : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1950_05"" target=""_blank"">Le commerce du pastel à Toulouse au XVIe siècle</a></i>.<br/>1980, Clair, Sylvie : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1980_04"" target=""_blank"">Joseph-Gaspard de Maniban, premier président du parlement de Toulouse de 1722 à 1762</a></i>.<br/>1941, Saint-Blanquat, Odon, De : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1941_13"" target=""_blank"">La fondation des bastides royales dans la sénéchaussée de Toulouse aux XIIIe et XIVe siècles</a></i>.<br/>2010, Daydé, Cyril : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2010_09"" target=""_blank"">Droit et répression de l’hérésie à Toulouse au XVIe siècle. La Repetitio de inquisitione hereticorum de Nicolas Bertrand (Toulouse, 1512)</a></i>.<br/>2005, Bober, Benjamin : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2005_03"" target=""_blank"">Les officiers de justice au travail dans la sénéchaussée de Toulouse à la fin du Moyen Âge d’après les registres de la sénéchaussée. « Exercer le fait de la justice »</a></i>.<br/>1910, Loirette, Gabriel : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1910_15"" target=""_blank"">La Juridiction municipale à Toulouse au XIIe et au XIIIe siècle, étude de droit urbain et d’administration judiciaire</a></i>.<br/>2009, Alonzo, Anne : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_2009_01"" target=""_blank"">Les conséquences économiques et sociales de la Première guerre mondiale à Toulouse (1912-1922)</a></i>.<br/>1912, Boucher, François : <i><a href=""https://dev.chartes.psl.eu/theses/document/ENCPOS_1912_03"" target=""_blank"">La cathédrale de Toul. Essai archéologique</a></i>."
